"leaf_id" "tree_id" "id_plot" "tree_spec" "specrich" "total_all_ba" "rel_fsyl" "rel_qrob" "rel_qrub" "fragmean" "truediv" "abun"
"1" "01_am1_01" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"2" "01_am1_02" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 1
"3" "01_am1_03" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 1
"4" "01_am1_04" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"5" "01_am1_05" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"6" "01_am1_06" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"7" "01_am1_07" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"8" "01_am1_08" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"9" "01_am1_09" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"10" "01_am1_10" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"11" "01_am1_11" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"12" "01_am1_12" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 1
"13" "01_am1_13" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
"14" "01_am1_14" "01_am1" 1 "qrub" 2 3.853379373 0 0.289799308700326 0.710200691299674 -2.91067264824528 2.27424887715749 0
